Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,3,Kashiwa Reysol,Yokohama FC,73,1,0,0,0,6,3,0,0,0,2,1,0,0,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,4,Kawasaki Frontale,Kashiwa Reysol,45,1,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,5,Kashiwa Reysol,Shonan Bellmare,15,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,8,Nagoya Grampus,Kashiwa Reysol,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,9,Yokohama F. Marinos,Kashiwa Reysol,18,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,10,Kashiwa Reysol,Cerezo Osaka,32,0,0,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,14,Shimizu S-Pulse,Kashiwa Reysol,90,1,0,0,0,5,2,0,0,1,3,0,0,1,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,15,Kashiwa Reysol,Gamba Osaka,87,0,1,0,0,4,1,0,0,4,3,1,3,0,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,16,Sagan Tosu,Kashiwa Reysol,74,0,0,0,0,3,1,0,0,3,0,0,1,1,1,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,17,Kashiwa Reysol,Sanfrecce Hiroshima,85,0,0,0,0,4,1,0,0,1,3,1,1,0,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,18,Hokkaido Consadole Sapporo,Kashiwa Reysol,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,20,Yokohama FC,Kashiwa Reysol,33,0,0,0,0,4,1,0,0,2,0,2,0,0,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,25,Kashiwa Reysol,Shimizu S-Pulse,90,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,27,Kashiwa Reysol,Oita Trinita,83,1,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,28,Kashiwa Reysol,Sagan Tosu,28,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,30,FC Tokyo,Kashiwa Reysol,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,31,Kashiwa Reysol,Nagoya Grampus,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,32,Cerezo Osaka,Kashiwa Reysol,9,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,33,Sanfrecce Hiroshima,Kashiwa Reysol,80,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"Goya, Hiroto",19,JPN,Kashiwa Reysol,2020,34,Kashiwa Reysol,Kawasaki Frontale,16,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
