Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,1,Kawasaki Frontale,Sagan Tosu,90,4,0,4,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,3,Sagan Tosu,Vissel Kobe,90,5,1,4,.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,4,Sagan Tosu,Sanfrecce Hiroshima,90,1,0,1,1.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,5,Nagoya Grampus,Sagan Tosu,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,6,Sagan Tosu,Shimizu S-Pulse,90,4,1,3,.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,7,Sagan Tosu,Cerezo Osaka,90,2,1,1,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,8,FC Tokyo,Sagan Tosu,90,2,2,0,.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,9,Kashima Antlers,Sagan Tosu,90,3,2,1,.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,10,Sagan Tosu,Gamba Osaka,90,5,2,3,.600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,14,Sagan Tosu,Yokohama FC,90,2,0,2,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,15,Urawa Red Diamonds,Sagan Tosu,90,6,2,4,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,17,Sagan Tosu,Yokohama F. Marinos,90,6,3,3,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,21,Sagan Tosu,Urawa Red Diamonds,90,1,1,0,.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,22,Sagan Tosu,Kashima Antlers,90,5,2,3,.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,23,Shimizu S-Pulse,Sagan Tosu,90,1,1,0,.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Takaoka, Yohei",18,JPN,Sagan Tosu,2020,25,Yokohama F. Marinos,Sagan Tosu,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Takaoka, Yohei",32,JPN,Marinos,2020,26,Shonan Bellmare,Yokohama F. Marinos,90,2,1,1,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Takaoka, Yohei",32,JPN,Marinos,2020,30,Kawasaki Frontale,Yokohama F. Marinos,39,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Takaoka, Yohei",32,JPN,Marinos,2020,31,Yokohama F. Marinos,Kashima Antlers,90,7,3,4,.571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Takaoka, Yohei",32,JPN,Marinos,2020,32,Sanfrecce Hiroshima,Yokohama F. Marinos,90,5,3,3,.600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
